id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;Gaia DR2_proper_motion_ra;Gaia DR2_proper_motion_ra_error;Gaia DR2_proper_motion_dec;Gaia DR2_proper_motion_dec_error;Gaia DR2_parallax;Gaia DR2_parallax_error;Hipparcos_proper_motion_ra;Hipparcos_proper_motion_ra_error;Hipparcos_proper_motion_dec;Hipparcos_proper_motion_dec_error;Hipparcos_parallax;Hipparcos_parallax_error;Gaia DR3_proper_motion_ra;Gaia DR3_proper_motion_ra_error;Gaia DR3_proper_motion_dec;Gaia DR3_proper_motion_dec_error;Gaia DR3_parallax;Gaia DR3_parallax_error
1308;;9244;;82.296078;0.019;33.7436544;0.013;174.06144;-0.3810104;05 29 11.061;+33 44 37.12;1.641;0.079;-3.621;0.059;0.7313;0.0395;1.488;0.027;-3.579;0.018;0.764;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1309;;9261;;82.3244282;0.232;30.2258831;0.176;177.0081768;-2.3039296;05 29 17.862;+30 13 33.17;2.785;0.388;0.006;0.271;0.2833;0.2117;0.852;0.333;-1.323;0.235;-0.177;0.264;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1310;;9262;;82.3660826;0.015;32.5076934;0.011;175.124134;-1.0149639;05 29 27.855;+32 30 27.80;3.488;0.079;-6.562;0.054;1.396;0.0458;3.601;0.02;-6.538;0.014;1.436;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1311;;9263;;82.3781173;0.016;31.9614267;0.012;175.5853624;-1.3079949;05 29 30.747;+31 57 41.28;-1.194;0.088;-11.824;0.067;2.4416;0.0571;-1.111;0.019;-11.762;0.014;2.541;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1312;?;9264;;82.4091468;0.015;34.1071795;0.011;173.8102275;-0.102001;05 29 38.202;+34 06 25.95;-3.365;0.078;-8.518;0.057;2.0454;0.0456;-3.43;0.019;-8.469;0.014;2.214;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1313;?;9268;;82.4324947;0.023;26.9371921;0.017;179.8109654;-4.0340966;05 29 43.795;+26 56 13.87;0.865;0.083;-5.903;0.065;4.1957;0.0567;0.734;0.029;-5.446;0.021;4.334;0.025;1.76;1.4;-4.8;0.54;4.73;1.5
1314;?;9266;;82.4461498;0.023;31.6380316;0.017;175.8871;-1.438127;05 29 47.081;+31 38 17.00;-1.613;0.101;-3.584;0.071;1.6519;0.0448;-1.398;0.029;-3.646;0.02;1.669;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1315;;9271;;82.4643376;0.013;28.9322063;0.01;178.1561955;-2.9148312;05 29 51.437;+28 55 55.94;0.858;0.079;-3.192;0.054;1.5262;0.0451;0.938;0.018;-3.125;0.012;1.627;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1316;;9269;;82.4692642;0.017;29.7435213;0.014;177.4802563;-2.4649808;05 29 52.626;+29 44 36.83;-1.982;0.16;-6.936;0.139;1.3023;0.0646;-1.948;0.025;-6.805;0.019;1.397;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1317;;9267;;82.4964124;0.038;32.7589028;0.03;174.9751161;-0.7848518;05 29 59.139;+32 45 32.16;2.525;0.115;-2.122;0.088;0.6099;0.0644;2.203;0.05;-2.53;0.036;0.612;0.044;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1318;?;9318;;82.523546;0.018;23.6715148;0.012;182.6007612;-5.7503913;05 30 05.653;+23 40 17.61;1.422;0.083;-3.009;0.061;1.6609;0.0459;1.48;0.024;-3.024;0.015;1.699;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1319;;9392;A;82.5761738;0.009;-23.5233391;0.012;226.6710776;-27.7024303;05 30 18.276;-23 31 24.02;3.715;0.036;4.289;0.047;1.8067;0.0298;3.906;0.011;4.382;0.015;1.942;0.015;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1320;;9295;;82.6054841;0.322;33.4443595;0.249;174.4532522;-0.3311069;05 30 25.321;+33 26 39.75;-1.346;0.775;-4.627;0.699;3.2464;0.4315;-1.501;0.431;-6.016;0.311;2.463;0.363;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1321;;9325;;82.6259337;0.017;29.9181038;0.013;177.4090691;-2.2554775;05 30 30.221;+29 55 05.27;-0.649;0.089;-4.961;0.068;0.9138;0.0429;-0.639;0.023;-4.866;0.016;1.008;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1322;;9339;;82.6519713;0.017;24.8166511;0.012;181.7002852;-5.0283418;05 30 36.474;+24 48 59.95;-8.908;0.075;-2.884;0.055;5.0404;0.0443;-9.056;0.024;-2.822;0.015;4.996;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1323;;9331;;82.667717;0.039;31.34612;0.03;176.2349158;-1.441018;05 30 40.262;+31 20 46.11;-3.749;0.106;-4.744;0.075;1.3562;0.0546;-4.111;0.049;-4.812;0.037;1.59;0.045;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1324;?;9342;;82.6730299;0.168;24.9739219;0.112;181.5783763;-4.9266113;05 30 41.520;+24 58 26.23;4.552;0.357;-5.861;0.288;2.185;0.2031;3.817;0.215;-5.514;0.142;2.127;0.189;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1325;;9370;A;82.6884655;0.491;-0.3733826;0.445;203.7674342;-18.0504138;05 30 45.226;-00 22 24.14;5.037;1.221;-5.133;1.037;3.1719;0.7452;1.991;0.664;5.639;0.524;2.593;0.559;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1326;;9424;;82.7013981;0.009;-23.6935348;0.012;226.895421;-27.6508457;05 30 48.332;-23 41 36.44;3.711;0.035;-16.043;0.045;4.2104;0.0295;3.635;0.011;-15.926;0.015;4.219;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1327;;9310;;82.7027264;0.03;37.8116354;0.022;170.8475952;2.1354309;05 30 48.665;+37 48 42.10;-6.59;0.11;-13.276;0.081;4.6551;0.0555;-6.455;0.041;-13.049;0.028;4.707;0.029;-8.0;1.1;-14.75;0.71;5.19;1.16
1328;;9337;;82.7183124;0.017;31.2694761;0.012;176.3227353;-1.4469851;05 30 52.398;+31 16 10.20;-1.345;0.085;-4.2;0.06;0.7429;0.0391;-1.328;0.021;-4.284;0.015;0.763;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1329;;9336;;82.7266541;0.027;32.7680768;0.021;175.0739828;-0.6181275;05 30 54.392;+32 46 05.16;2.153;0.077;-1.189;0.055;0.9823;0.0429;2.25;0.035;-1.236;0.025;0.988;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1330;;9343;;82.7275501;0.015;29.2456468;0.011;178.0203137;-2.5505119;05 30 54.619;+29 14 44.39;-1.203;0.09;-2.686;0.067;1.4143;0.069;-1.407;0.02;-2.58;0.016;1.48;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1331;?;9333;;82.7391248;0.022;35.1737406;0.017;173.0693008;0.7118193;05 30 57.389;+35 10 25.60;0.517;0.09;-3.631;0.068;1.0721;0.0498;0.274;0.028;-3.858;0.022;0.845;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1332;;9510;;82.7468272;0.096;-35.3660773;0.101;239.7590781;-30.8964027;05 30 59.233;-35 21 58.03;1.118;0.068;11.95;0.067;4.1973;0.0388;2.991;0.12;8.306;0.127;4.722;0.115;1.81;0.63;7.76;0.8;4.75;0.72
1333;;9390;B;82.756103;0.011;-6.1967937;0.01;209.270319;-20.6914652;05 31 01.450;-06 11 48.38;7.966;0.088;-3.103;0.081;0.4993;0.0619;8.241;0.015;-3.033;0.013;0.603;0.019;0.4;0.86;0.54;0.59;3.1;1.01
1334;;9349;;82.7647993;0.021;23.8690775;0.014;182.5548289;-5.4576656;05 31 03.552;+23 52 08.72;-3.659;0.098;-8.317;0.073;1.9769;0.0557;-3.89;0.027;-8.12;0.019;2.023;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1335;;9353;;82.7730255;0.018;23.2177957;0.012;183.1085991;-5.8048215;05 31 05.528;+23 13 04.08;-4.976;0.08;-3.719;0.061;2.3269;0.045;-5.015;0.023;-3.698;0.014;2.369;0.022;-3.35;3.94;-6.16;1.71;1.08;3.58
1336;?;9352;;82.7849217;0.042;24.6259197;0.031;181.9268928;-5.030888;05 31 08.375;+24 37 33.47;2.879;0.114;-4.219;0.084;2.7958;0.0722;3.328;0.053;-4.117;0.036;2.984;0.05;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1337;;9346;;82.7905715;0.019;30.0416723;0.014;177.3839664;-2.0684552;05 31 09.733;+30 02 30.08;-0.759;0.091;-3.538;0.068;1.4165;0.0464;-0.863;0.024;-3.551;0.017;1.448;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1338;;9341;;82.7918564;0.02;34.9952177;0.015;173.2422219;0.6498927;05 31 10.047;+34 59 42.79;-6.419;0.092;-6.624;0.065;2.3625;0.0498;-6.475;0.025;-6.636;0.019;2.47;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1339;;9347;;82.7987097;0.016;30.4196672;0.011;177.0714584;-1.8554224;05 31 11.686;+30 25 11.09;4.141;0.087;-9.07;0.063;1.3262;0.0697;4.177;0.019;-9.036;0.014;1.471;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1340;;9345;;82.8040405;0.017;32.7193115;0.012;175.1504784;-0.590491;05 31 13.024;+32 43 09.27;0.637;0.081;-2.209;0.06;0.5866;0.05;0.523;0.021;-2.314;0.015;0.612;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1341;;9410;;82.8266897;0.011;-5.703771;0.009;208.8340382;-20.4066646;05 31 18.412;-05 42 13.44;-0.445;0.072;-2.119;0.067;2.1962;0.038;-0.496;0.013;-1.801;0.011;2.436;0.015;0.72;1.43;-1.55;0.92;1.0;1.64
1342;;9348;;82.8303466;0.016;32.6143493;0.012;175.250394;-0.6295485;05 31 19.284;+32 36 51.70;-0.079;0.08;-3.986;0.059;0.6962;0.0463;-0.169;0.02;-3.895;0.015;0.745;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1343;;9355;;82.8462474;0.024;28.2368781;0.019;178.9225992;-3.0155384;05 31 23.108;+28 14 12.90;-0.53;0.105;-5.457;0.079;1.6306;0.0592;-0.957;0.03;-5.674;0.025;1.541;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1344;;9351;;82.8588056;0.015;30.6989219;0.011;176.8661054;-1.6591294;05 31 26.112;+30 41 56.16;-0.374;0.077;-2.697;0.054;1.2214;0.0417;-0.28;0.021;-2.618;0.015;1.347;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1345;;9356;;82.8636014;0.017;27.4886499;0.013;179.5587049;-3.4114216;05 31 27.261;+27 29 19.16;-0.026;0.088;-2.561;0.064;2.6653;0.0415;-0.043;0.023;-2.485;0.016;2.668;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1346;;9354;;82.8885146;0.017;31.639437;0.013;176.092926;-1.1226921;05 31 33.247;+31 38 22.05;-0.978;0.118;-2.098;0.091;1.9326;0.1096;-1.066;0.022;-2.04;0.016;1.948;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1347;/;10020;;82.9180097;0.04;-69.8837059;0.043;280.475457;-32.1787546;05 31 40.356;-69 53 02.19;-12.109;0.096;51.071;0.122;2.7188;0.0588;-11.972;0.05;50.781;0.057;2.838;0.044;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1348;;9420;A;82.9217777;0.04;2.832832;0.033;200.9487276;-16.294693;05 31 41.224;+02 49 58.09;1.788;0.114;0.16;0.1;2.666;0.0635;1.889;0.047;0.409;0.037;2.958;0.049;2.62;0.75;-1.29;0.37;5.12;0.79
1349;;9357;;82.9227923;0.021;31.6235741;0.017;176.1221872;-1.1069592;05 31 41.468;+31 37 24.94;0.789;0.092;-6.179;0.077;1.0183;0.091;0.718;0.027;-6.079;0.02;1.216;0.028;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1350;;8210;;82.9515879;0.035;85.9381889;0.041;127.1699396;25.6817908;05 31 48.174;+85 56 18.60;16.308;0.071;-75.895;0.096;10.0323;0.0463;16.416;0.047;-76.75;0.049;10.13;0.04;16.86;0.27;-76.35;0.38;9.85;0.3
1351;*;9440;;83.0017002;0.047;-0.2845483;0.038;203.8425109;-17.7327666;05 32 00.413;-00 17 04.19;1.635;0.128;-1.762;0.112;2.5727;0.0767;1.523;0.055;-1.653;0.044;2.625;0.054;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1352;?;9372;;83.0022297;0.016;27.9460128;0.012;179.2418677;-3.0590363;05 32 00.541;+27 56 45.84;-4.371;0.08;-4.428;0.056;1.2422;0.0521;-4.34;0.022;-4.547;0.015;1.193;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1353;?;9470;;83.0082289;0.018;-7.2569526;0.016;210.4048239;-20.9406244;05 32 01.990;-07 15 24.65;-15.631;0.139;-23.104;0.124;2.2156;0.0591;-15.03;0.023;-23.311;0.018;2.252;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1354;?;9365;;83.0206;0.022;32.6130864;0.017;175.339219;-0.496154;05 32 04.950;+32 36 47.15;-1.283;0.104;-2.351;0.075;1.5877;0.0789;-1.353;0.027;-2.271;0.02;1.575;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1355;;9545;;83.021222;0.015;-23.4297369;0.019;226.7255124;-27.2864209;05 32 05.114;-23 25 47.07;-19.615;0.042;-3.228;0.056;6.3682;0.0356;-19.362;0.018;-3.097;0.023;6.469;0.025;-20.36;0.34;-3.03;0.6;6.8;0.63
1356;;9378;;83.0315003;0.016;23.3413949;0.011;183.133401;-5.5382856;05 32 07.554;+23 20 29.13;0.663;0.093;-2.153;0.072;2.3778;0.0519;0.463;0.02;-1.937;0.013;2.515;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1357;;9371;;83.0497871;0.016;32.2804996;0.012;175.6311718;-0.6573771;05 32 11.956;+32 16 49.93;-8.827;0.088;-9.645;0.063;3.4492;0.0456;-9.027;0.021;-9.464;0.015;3.66;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1358;;9460;;83.0545074;0.037;-1.6004927;0.032;205.0871915;-18.3103213;05 32 13.084;-01 36 01.66;0.77;0.163;-2.401;0.135;2.4398;0.0818;0.465;0.048;-1.748;0.038;2.387;0.041;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1359;;9480;;83.0617848;0.018;-4.5183872;0.017;207.8235722;-19.6591626;05 32 14.827;-04 31 06.14;0.235;0.086;-0.412;0.098;2.3859;0.0475;0.589;0.024;-0.021;0.019;2.418;0.027;2.07;0.83;-1.05;0.51;2.22;0.98
1360;;9397;;83.0706723;0.02;22.8451223;0.015;183.5725889;-5.7761373;05 32 16.959;+22 50 42.59;1.462;0.119;-3.763;0.096;1.0988;0.0619;1.511;0.025;-3.889;0.017;1.077;0.024;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1361;;9500;;83.1125155;0.022;-4.5755518;0.019;207.9021093;-19.6403316;05 32 27.003;-04 34 32.04;1.146;0.103;-0.135;0.098;3.0297;0.0579;1.17;0.029;-0.246;0.022;3.065;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1362;;9375;;83.1368964;0.018;34.8418516;0.012;173.5254446;0.8027431;05 32 32.848;+34 50 30.83;4.85;0.104;-8.646;0.09;1.7714;0.064;4.845;0.025;-8.609;0.015;1.728;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1363;;9376;;83.1497798;0.024;33.2409188;0.017;174.8726365;-0.0622911;05 32 35.945;+33 14 27.34;0.356;0.084;-2.55;0.06;0.857;0.0429;0.429;0.036;-2.476;0.022;0.957;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1364;;9490;;83.1645236;0.025;2.0921718;0.02;201.7458147;-16.4447356;05 32 39.485;+02 05 31.80;1.955;0.117;-0.67;0.099;2.7535;0.0668;1.938;0.029;-0.236;0.023;2.88;0.031;3.5;1.31;-0.92;0.48;3.13;1.27
1365;;9350;;83.1661972;0.024;43.7178255;0.022;166.0728335;5.6453897;05 32 39.891;+43 43 04.13;-4.118;0.114;-1.539;0.093;1.8564;0.0716;-4.315;0.032;-1.223;0.025;2.034;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1366;;9393;;83.1730413;0.018;32.7712633;0.013;175.2768162;-0.3022858;05 32 41.529;+32 46 16.56;0.396;0.104;-5.017;0.078;0.5974;0.0942;0.549;0.019;-4.889;0.015;0.711;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1367;?;9540;;83.1936671;0.034;-4.9609616;0.029;208.3055737;-19.7441632;05 32 46.487;-04 57 39.45;3.244;0.089;-9.661;0.085;3.9465;0.0532;3.482;0.044;-10.773;0.036;4.073;0.047;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1368;;9280;;83.2025856;0.017;61.2568075;0.015;150.8656445;14.8228822;05 32 48.641;+61 15 24.57;-3.765;0.076;-1.442;0.079;3.0594;0.0525;-3.94;0.017;-1.256;0.018;3.168;0.024;-4.16;0.61;-1.0;0.59;4.63;0.8
1369;;9980;;83.2204391;0.018;-63.4559679;0.023;272.8871707;-32.7920145;05 32 52.885;-63 27 21.77;11.903;0.039;13.182;0.049;6.9553;0.0217;11.909;0.022;13.163;0.029;6.993;0.02;12.51;0.36;13.3;0.38;6.14;0.4
1370;;9380;;83.2220795;0.104;36.3196427;0.084;172.3242432;1.6667328;05 32 53.276;+36 19 11.74;18.763;0.164;-52.543;0.134;8.9128;0.0987;18.0;0.13;-51.846;0.099;9.591;0.125;17.01;1.09;-51.54;0.74;6.79;0.92
1371;;9428;;83.2299747;0.018;23.4254367;0.011;183.1612125;-5.3395805;05 32 55.206;+23 25 31.85;-7.442;0.095;-13.282;0.069;3.6408;0.0511;-7.436;0.021;-13.132;0.014;3.799;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1372;?;9550;;83.2378473;0.023;-4.5664946;0.02;207.9541694;-19.525073;05 32 57.084;-04 33 59.39;0.831;0.096;-2.911;0.095;2.1021;0.0568;0.853;0.029;-2.568;0.024;2.331;0.031;2.57;0.62;-2.19;0.37;0.66;0.73
1373;?;9413;;83.2463243;0.018;33.3788491;0.014;174.8010513;0.080573;05 32 59.122;+33 22 44.06;-5.87;0.071;-8.539;0.054;2.119;0.038;-5.793;0.025;-8.305;0.017;2.166;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1374;?;9425;;83.2516899;0.017;28.3801097;0.013;178.997208;-2.6382075;05 33 00.415;+28 22 48.57;-3.294;0.068;-7.049;0.051;1.9767;0.039;-3.402;0.023;-7.06;0.016;1.992;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1375;;9426;;83.2907222;0.016;31.1100659;0.012;176.7240395;-1.1241453;05 33 09.770;+31 06 36.31;3.312;0.081;-5.064;0.059;1.1927;0.054;3.381;0.02;-5.132;0.015;1.389;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1376;;9454;;83.2970732;0.019;24.1180803;0.015;182.6090725;-4.9140185;05 33 11.316;+24 07 05.43;-7.198;0.088;-15.614;0.07;4.1174;0.0458;-6.976;0.024;-15.543;0.017;4.134;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1377;?;9458;;83.298129;0.029;23.2272488;0.021;183.3627462;-5.3937527;05 33 11.550;+23 13 38.32;2.732;0.197;-5.767;0.126;1.9355;0.0685;3.46;0.042;-5.83;0.029;2.275;0.033;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1378;;9451;;83.303058;0.049;26.5291307;0.039;180.5787172;-3.6049062;05 33 12.732;+26 31 44.98;1.512;0.162;-5.144;0.126;2.1487;0.0731;2.228;0.065;-4.96;0.045;2.426;0.055;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1379;;9580;;83.3083942;0.02;-4.6354265;0.019;208.0533031;-19.494008;05 33 14.038;-04 38 07.35;-11.141;0.08;-19.136;0.079;3.8378;0.052;-10.888;0.026;-18.606;0.021;4.158;0.03;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1380;;9600;;83.3186832;0.016;-7.5876381;0.015;210.8679966;-20.810862;05 33 16.484;-07 35 15.19;-4.214;0.147;-16.377;0.119;3.0288;0.0777;-4.044;0.02;-16.526;0.018;3.17;0.023;-4.56;0.87;-16.37;0.68;3.2;1.2
1381;;9570;A;83.322966;0.016;-4.3535508;0.014;207.7945399;-19.3521941;05 33 17.513;-04 21 12.83;0.845;0.071;-0.312;0.067;2.9994;0.04;1.113;0.021;-0.189;0.017;3.051;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1382;;9720;;83.3397851;0.029;-37.7150953;0.032;242.552489;-30.9427706;05 33 21.559;-37 42 54.55;-5.919;0.053;13.693;0.057;3.5482;0.0298;-5.072;0.037;13.186;0.044;3.735;0.035;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1383;;9560;;83.3585714;0.038;0.6213603;0.034;203.1881245;-16.9858195;05 33 26.057;+00 37 16.67;-0.729;0.123;-1.023;0.109;2.358;0.088;-0.281;0.047;-1.078;0.037;2.546;0.047;0.34;0.83;-1.13;0.36;4.02;0.7
1384;;9456;;83.3612973;0.022;29.2356912;0.017;178.3306798;-2.0925486;05 33 26.700;+29 14 08.68;6.047;0.079;-11.736;0.062;2.3431;0.0436;6.088;0.029;-11.383;0.02;2.46;0.026;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1385;;9430;;83.364171;0.105;32.8009341;0.067;175.3395011;-0.151389;05 33 27.398;+32 48 04.28;-1.984;0.119;-56.192;0.088;10.4255;0.0652;-2.319;0.108;-55.574;0.073;10.507;0.053;-3.4;0.59;-57.21;0.34;9.41;0.49
1386;?;9400;;83.369706;0.033;42.1089343;0.027;167.5140827;4.9030128;05 33 28.724;+42 06 32.30;4.292;0.089;-4.595;0.07;1.5147;0.0508;4.042;0.045;-4.483;0.033;1.644;0.039;5.04;0.51;-2.65;0.33;1.82;0.44
1387;;9441;;83.3809654;0.022;34.2904569;0.015;174.0973488;0.6707972;05 33 31.432;+34 17 25.68;-0.19;0.097;-3.441;0.073;0.783;0.0515;-0.243;0.031;-3.355;0.02;0.867;0.024;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1388;;9452;;83.3966196;0.032;33.724574;0.026;174.5792756;0.3738828;05 33 35.195;+33 43 28.57;-2.357;0.107;-6.706;0.077;1.5282;0.0642;-2.793;0.041;-6.309;0.029;1.722;0.039;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1389;?;9590;;83.4081812;0.02;-0.2619693;0.016;204.0249363;-17.3646913;05 33 37.969;-00 15 43.19;-5.16;0.089;9.031;0.074;4.4021;0.0537;-5.643;0.023;9.188;0.02;4.545;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1390;;9450;;83.4091528;0.029;34.7255105;0.021;173.744846;0.926878;05 33 38.210;+34 43 32.14;-13.93;0.095;-13.761;0.069;7.3756;0.0518;-14.182;0.046;-13.63;0.03;7.515;0.032;-14.71;0.48;-14.25;0.3;7.28;0.43
1391;/;9520;;83.4118129;0.227;20.4741801;0.165;185.755704;-6.7826293;05 33 38.826;+20 28 27.27;-1.459;0.485;-8.951;0.376;2.7173;0.22;-1.634;0.355;-8.891;0.185;2.83;0.251;2.89;0.64;-6.96;0.32;2.85;0.56
1392;;9620;A;83.4655195;0.02;-0.0767818;0.018;203.8830556;-17.2260148;05 33 51.727;-00 04 36.34;-2.79;0.092;-4.526;0.086;3.0169;0.064;-2.94;0.023;-4.521;0.021;3.102;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1393;;9685;;83.4743714;0.007;-22.735045;0.011;226.1509428;-26.658596;05 33 53.835;-22 44 06.48;10.299;0.03;9.51;0.042;2.7882;0.0271;10.366;0.009;9.515;0.013;2.771;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1394;;9630;;83.4801546;0.013;-5.6474264;0.012;209.0932073;-19.801039;05 33 55.230;-05 38 50.52;3.003;0.074;-10.802;0.077;2.4798;0.04;3.072;0.017;-10.832;0.014;2.565;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1395;;9485;;83.4884852;0.016;32.9967063;0.011;175.2319412;0.0426534;05 33 57.234;+32 59 48.16;0.527;0.085;-3.764;0.062;0.7043;0.0525;0.522;0.021;-3.717;0.017;0.765;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1396;;9498;;83.5228215;0.028;33.9682897;0.022;174.4316278;0.5943032;05 34 05.478;+33 58 05.89;1.368;0.096;-3.492;0.069;3.844;0.0611;1.339;0.036;-3.646;0.028;3.958;0.034;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1397;;9640;;83.5405861;0.028;-1.9018208;0.023;205.6074825;-18.0231579;05 34 09.739;-01 54 06.65;0.193;0.138;6.767;0.112;6.5083;0.0648;0.29;0.034;6.751;0.028;6.637;0.029;1.4;0.59;6.32;0.36;4.75;0.69
1398;;9650;;83.5656788;0.025;-1.8811188;0.021;205.6006245;-17.9912989;05 34 15.764;-01 52 52.04;-0.835;0.106;2.127;0.089;2.4845;0.045;-0.575;0.031;2.147;0.024;2.631;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1399;?;9784;;83.5706151;0.009;-24.3387982;0.012;227.877382;-27.1156004;05 34 16.941;-24 20 19.76;5.996;0.037;6.228;0.045;3.3123;0.029;6.067;0.012;6.293;0.016;3.428;0.016;4.88;0.65;8.64;1.21;3.69;1.21
1400;?;9534;;83.57257;0.015;31.5232753;0.011;176.5080175;-0.6974542;05 34 17.426;+31 31 24.01;-4.903;0.083;-12.443;0.062;2.3095;0.0508;-4.983;0.021;-12.302;0.014;2.352;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1401;?;9660;;83.6003963;0.016;-4.8043014;0.015;208.3533419;-19.3120225;05 34 24.076;-04 48 15.71;12.862;0.08;7.911;0.072;6.4336;0.043;12.724;0.021;8.21;0.017;6.696;0.025;13.47;0.64;8.04;0.41;5.19;0.72
1402;;9536;;83.6042482;0.015;33.5214483;0.013;174.8437363;0.4087466;05 34 25.012;+33 31 17.41;6.729;0.103;-9.16;0.08;2.0422;0.0513;6.715;0.02;-9.223;0.017;2.181;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1403;;9553;;83.6241724;0.016;29.269229;0.012;178.4269573;-1.8816721;05 34 29.804;+29 16 09.27;-0.699;0.082;-3.027;0.056;2.4168;0.0433;-0.777;0.02;-3.213;0.015;2.468;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
1404;;9555;;83.6418772;0.015;29.2855389;0.011;178.4216013;-1.8598582;05 34 34.050;+29 17 07.97;0.776;0.09;-1.15;0.064;1.1748;0.0534;0.787;0.019;-1.072;0.014;1.286;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
