id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;HDE_id;Gaia DR2_id;TYC_id;Hipparcos_id;Gaia DR3_id
153;?;1150;;11.3213236;0.026;55.2213725;0.034;122.0467578;-7.6398027;00 45 17.179;+55 13 16.99;418414069011230720;418414069011230720;4222;3544;3659-2174-1
154;?;1160;;11.3834771;0.032;-28.6849359;0.025;342.5488382;-87.9691343;00 45 32.021;-28 41 05.65;2342102119558945024;2342102123855254656;4329;-99.99;6423-858-1
155;;1140;A;11.4125564;0.039;74.9879687;0.045;122.5486279;12.1205261;00 45 39.078;+74 59 17.10;539047365205648128;539047365205648128;4161;3572;4307-2167-1
156;*;1170;;11.5452118;0.041;44.8614742;0.033;121.9524437;-18.0002776;00 46 10.815;+44 51 41.41;388066478631001728;388066478631001728;4335;3604;2809-1146-1
157;;1180;;11.6297042;0.014;57.5286791;0.016;122.2688429;-5.3367376;00 46 31.181;+57 31 43.46;424668327370436352;424668327370436352;-99.99;-99.99;3663-1108-1
158;;1190;;11.7063136;0.011;63.3582324;0.011;122.4148366;0.4911136;00 46 49.440;+63 21 29.97;523878640234525440;523878640234525440;4347;3657;4020-651-1
159;;1225;;11.7495369;0.019;-24.2168246;0.016;103.7260817;-86.9215625;00 46 59.846;-24 13 00.19;2345662033268008576;2345662033268008576;4507;3672;6421-796-1
160;;1210;;11.7972827;0.02;50.6546153;0.021;122.2429266;-12.2114506;00 47 11.329;+50 39 16.68;415178992264005632;415178992264005632;4431;3684;3274-649-1
161;;1220;;11.8329065;0.019;45.2948544;0.016;122.1744452;-17.5708562;00 47 19.909;+45 17 41.55;389568926911220736;389568926911220736;4478;3691;3262-274-1
162;;1230;;11.9114825;0.045;-4.4976298;0.02;120.4770412;-67.3513035;00 47 38.735;-04 29 51.61;2525800898762370560;2525800898762370560;4570;-99.99;4676-402-1
163;?;1200;;11.9421489;0.05;74.8475362;0.046;122.6868136;11.9775325;00 47 46.020;+74 50 51.21;539042726640996352;539042726640996352;4382;3721;4307-2166-1
164;;1233;;12.0399653;0.049;-3.3068234;0.032;120.9069104;-66.1656837;00 48 09.561;-03 18 24.56;2529031092126608256;2529031092126608256;4630;-99.99;4676-552-1
165;;1236;;12.4451348;0.016;52.8689274;0.014;122.6779459;-10.0020053;00 49 46.821;+52 52 08.21;416912720240447104;416912720240447104;232285;3877;3655-1754-1
166;?;1240;A;12.4719662;0.026;27.7102471;0.023;122.5122849;-35.1602399;00 49 53.136;+27 42 37.20;2809005372903102080;2809005372903102080;4758;3885;1745-2184-1
167;?;1270;;12.5157556;0.057;-43.3948676;0.059;303.8234909;-73.7310022;00 50 03.768;-43 23 41.73;4985824231651870080;4985824231651870080;4849;3903;7538-711-1
168;*;1250;;12.5765176;0.041;45.0022806;0.028;122.721703;-17.8690074;00 50 18.268;+45 00 08.21;377540789395063552;377540789395063552;4778;3919;3262-353-1
169;;1260;;12.6406133;0.062;58.5143594;0.083;122.8172781;-4.3571957;00 50 33.735;+58 30 51.75;425179570209111936;425179570221437440;-99.99;-99.99;3667-1134-1
170;;1310;;12.6503219;0.015;-60.4906741;0.017;303.1192576;-56.6372716;00 50 36.025;-60 29 26.24;4903489433708371968;4903489433708371968;4943;-99.99;8842-1661-1
171;;1289;B;12.7916745;0.012;41.197931;0.012;122.8770191;-21.6737901;00 51 09.995;+41 11 52.66;375033078249501696;375033078249501696;-99.99;-99.99;2802-690-2
172;*;1290;A;12.7930582;0.053;41.1978788;0.046;122.8781394;-21.6738435;00 51 10.325;+41 11 52.48;375033078249501824;375033078249501824;-99.99;-99.99;2802-690-2
173;?;1330;;12.8624153;0.036;-16.3352748;0.024;122.9469619;-79.2070245;00 51 26.963;-16 20 06.88;2369934955042324096;2369934955042324096;-99.99;-99.99;5848-1818-1
174;;1298;;12.8921737;0.018;54.2221207;0.017;122.9512541;-8.6496243;00 51 34.126;+54 13 19.68;417466874102985984;417466874102985984;-99.99;-99.99;3655-341-1
175;;1300;;12.9547734;0.011;61.6287464;0.012;122.9772124;-1.2429701;00 51 49.100;+61 37 43.58;427443842613595008;427443842613595008;-99.99;-99.99;4017-432-1
176;;1263;;13.1206829;0.02;79.8404799;0.018;122.9800904;16.9688277;00 52 28.979;+79 50 25.63;565579199258284160;565579199258284160;4796;4090;4501-1719-1
177;;1320;A;13.1900489;0.014;68.8664624;0.016;123.0517591;5.9950201;00 52 45.325;+68 51 57.67;526880233958586112;526880233958586112;4947;4116;4296-627-1
178;;1370;;13.2451215;0.01;-59.6682005;0.01;302.5698637;-57.4589651;00 52 58.679;-59 40 05.46;4903950919354367488;4903950919354367488;5207;-99.99;8472-210-1
179;;1360;;13.2823349;0.025;-17.6517572;0.013;125.3779778;-80.515473;00 53 07.771;-17 39 06.23;2357492915822147072;2357492915822147072;5132;4160;5848-1401-1
180;?;1400;;13.2864502;0.015;-74.6514621;0.014;302.7786927;-42.4762798;00 53 07.761;-74 39 05.72;4684818698623432576;4684818698623432576;5303;4157;-99.99
181;;1350;A;13.4488858;0.018;52.6892023;0.016;123.2948927;-10.1808862;00 53 47.590;+52 41 21.34;416803559352939008;416803559352939008;5128;4212;3668-795-1
182;?;1380;;13.5686422;0.022;39.0680557;0.015;123.5336839;-23.8003799;00 54 16.495;+39 04 05.02;367865014055312768;367865014055312768;5212;4255;2798-441-1
183;;1340;;13.6921015;0.01;64.5203913;0.011;123.2902438;1.6509585;00 54 46.140;+64 31 13.47;524220553992424960;524220553992424960;-99.99;-99.99;4025-1727-1
184;;1280;;13.7237794;0.068;83.7073302;0.062;123.0332786;20.8362606;00 54 53.111;+83 42 26.60;573196890693529088;573196890693529088;4853;4283;4615-3832-1
185;;1390;A;13.7710614;0.067;64.3681092;0.075;123.3263803;1.499152;00 55 05.191;+64 22 05.64;524216843136836992;524216843136836992;5221;-99.99;4025-740-1
186;;1430;;13.8710013;0.014;-6.4142639;0.01;125.7719123;-69.2636997;00 55 29.016;-06 24 51.25;2524390809459316224;2524390809459316224;5363;-99.99;4680-913-1
187;;1410;;14.0546287;0.015;61.2540074;0.017;123.5068954;-1.6124054;00 56 13.115;+61 15 14.57;426670370548306432;426670370548306432;5342;4384;4017-767-1
188;;1440;;14.1072142;0.021;23.9579233;0.02;124.3970951;-38.8996277;00 56 25.692;+23 57 28.95;2803971361994420608;2803971361994420608;5441;-99.99;1740-739-1
189;?;1450;;14.1892288;0.466;38.4994889;0.236;124.0742813;-24.3604629;00 56 45.220;+38 29 57.81;364785939116189824;364785939116867072;5448;4436;-99.99
190;;1420;;14.2312419;0.175;68.7755103;0.189;123.4311408;5.9090791;00 56 55.188;+68 46 32.39;526840690197536896;526840690197536896;5357;4446;-99.99
191;?;1453;;14.3708049;0.059;62.5679506;0.059;123.6281275;-0.2956271;00 57 28.986;+62 34 04.67;523588540964826496;523588540964826496;5458;-99.99;4021-1262-1
192;;1480;;14.3855323;0.034;-10.4757661;0.024;128.1562256;-73.2855668;00 57 32.509;-10 28 32.76;2472933871437604736;2472933871437604736;5601;4488;5270-1130-1
193;;1460;;14.5390645;0.011;59.880684;0.014;123.7757904;-2.9800575;00 58 09.378;+59 52 50.49;426079314327251456;426079314327251456;-99.99;-99.99;3680-1045-1
194;?;1500;;14.5930132;0.018;-60.6961338;0.019;301.3983039;-56.4114634;00 58 22.226;-60 41 46.47;4903029562970050688;4903029562970050688;5771;4563;8842-1780-1
195;;1470;;14.629914;0.025;66.3517362;0.028;123.6433023;3.4897684;00 58 31.046;+66 21 06.34;526024715129959296;526024715129959296;5550;4572;4029-725-1
196;;1520;;14.6463408;0.024;-60.7699197;0.027;301.3578602;-56.3364805;00 58 35.161;-60 46 11.27;4903025233642968064;4903025233642968064;5794;-99.99;8842-193-1
197;*;1490;;14.6515988;0.223;-29.3574308;0.114;268.0449738;-87.268495;00 58 36.358;-29 21 26.63;5032256161014732416;5032256161014732416;5737;4577;6424-2270-1
198;;1540;;14.9136464;0.048;-11.9336991;0.041;130.5612885;-74.6836041;00 59 39.297;-11 56 01.29;2469440894794921088;2469440894794921088;5823;-99.99;5272-486-1
199;;1550;;14.9430903;0.025;-69.1429816;0.023;301.8241302;-47.9673375;00 59 46.357;-69 08 34.79;4692019395970877184;4692019395970877184;5995;-99.99;9135-1374-1
200;/;1510;A;15.0149028;0.035;44.7131427;0.025;124.5435113;-18.131627;01 00 03.558;+44 42 47.74;376603455732600832;376603455732600832;5789;4675;2811-2322-1
201;?;1543;;15.0327148;0.026;4.8942619;0.016;127.0101046;-57.9086377;01 00 07.845;+04 53 39.44;2552199794987341952;2552199794987341952;5844;-99.99;22-572-1
202;*;1530;;15.1392347;0.051;60.4446911;0.061;124.0572083;-2.4071331;01 00 33.437;+60 26 40.89;426490355572936704;426490355572936704;5797;4717;4017-1474-1
203;?;1584;;15.6105556;0.193;-31.5519396;0.071;275.1327888;-84.968649;01 02 26.439;-31 33 07.05;5027700403305690752;5027700403305690752;6178;4852;6999-2321-1
204;;1580;;15.7057637;0.028;7.5007187;0.021;127.8882668;-55.2614293;01 02 49.371;+07 30 02.73;2577619644828068224;2577619644828068224;6164;4891;612-330-1
205;;1610;A;15.7227567;0.016;-54.9163293;0.019;299.4102277;-62.1335371;01 02 53.446;-54 54 59.00;4914655695843569024;4914655695843569024;6281;-99.99;8473-502-1
206;*;1570;;15.7259525;0.108;41.3451313;0.054;125.244114;-21.4751369;01 02 54.269;+41 20 42.46;374478374633139712;374478374633139712;6116;4903;2807-2079-1
207;;1560;;15.7446817;0.019;58.2483033;0.022;124.4546452;-4.5893211;01 02 58.734;+58 14 53.90;425649508359320448;425649508359320448;236605;-99.99;3680-440-1
208;?;1600;;15.8090868;0.049;-29.7320339;0.033;258.734748;-86.3250326;01 03 14.188;-29 43 54.39;5031329100914441984;5031329100914441984;-99.99;-99.99;6424-693-1
209;/;1590;;15.9722887;0.034;47.6422812;0.023;125.1044416;-15.1769391;01 03 53.357;+47 38 32.35;401347174641795456;401347174641795456;6226;4983;3267-1681-1
210;;1620;;16.0066302;0.023;-18.5653272;0.017;142.2764601;-80.9606011;01 04 01.560;-18 33 55.49;2357935331813003136;2357935331813003136;6322;4995;5851-159-1
211;?;1630;;16.0903596;0.038;4.2268282;0.029;129.1055231;-58.4899241;01 04 21.674;+04 13 36.91;2551900379931546240;2551900379931546240;-99.99;5023;22-821-1
212;?;1637;;16.2723566;0.056;14.9463728;0.044;127.8434751;-47.7951468;01 05 05.356;+14 56 45.68;2777307895783080576;2777307895783080576;6397;5081;618-1485-1
213;?;1640;;16.3022881;0.027;10.2746358;0.016;128.4955202;-52.4482867;01 05 12.554;+10 16 28.84;2582910357341679360;2582910357341679360;-99.99;5092;615-833-1
214;;1650;A;16.3048164;0.056;-19.8550109;0.054;147.1225627;-82.0713984;01 05 13.150;-19 51 17.79;2356096604774060544;2356096604774060544;6451;5093;5853-1923-1
215;?;1660;;16.3341267;0.011;-38.8172606;0.01;289.8523984;-77.9558108;01 05 20.198;-38 49 02.00;4989056314800033920;4989056314800033920;6492;5096;7533-719-1
216;;1760;;16.3805788;0.044;-77.5847005;0.033;301.9511773;-39.5167168;01 05 31.307;-77 35 04.82;4635279171434162304;4635279171434162304;6783;5112;9351-1006-1
217;;1700;;16.4750222;0.012;-60.0608202;0.012;299.62145;-56.9743747;01 05 54.030;-60 03 39.04;4903165661893695360;4903165661893695360;6622;-99.99;8842-328-1
218;*;1670;;16.4819089;0.082;-26.7289793;0.06;206.7072279;-86.7458802;01 05 55.708;-26 43 44.02;5034539498772633856;5034539498772633856;6532;5150;6424-2-1
219;?;1710;;16.5979258;0.012;-47.5952384;0.016;295.7779913;-69.3247592;01 06 23.429;-47 35 42.65;4933147866515411328;4933147866515411328;6630;5188;8035-162-1
220;*;1690;;16.6111239;0.015;-35.6607438;0.013;283.3158253;-80.888596;01 06 26.577;-35 39 38.47;5002001208791534336;5002001208791534336;6619;5193;7001-2350-1
221;;1680;;16.7132032;0.031;15.7408249;0.022;128.371469;-46.9680524;01 06 51.168;+15 44 26.93;2783556759665812224;2783556763961480704;6590;-99.99;1196-138-1
222;;1723;;16.8042115;0.045;-23.9964753;0.039;172.4487352;-85.2602278;01 07 12.917;-23 59 46.79;2350960614161169408;2350960614161169408;6668;5259;6425-2475-1
223;;1730;;16.9230697;0.025;-2.7433988;0.017;132.6868083;-65.3068324;01 07 41.520;-02 44 36.47;2531558353961469696;2531558353961469696;6700;5290;4681-1508-1
224;;1720;;17.0045378;0.397;43.9418216;0.132;126.0841262;-18.8284255;01 08 00.842;+43 56 31.71;376644584339526656;376644584339526656;6658;5317;-99.99
225;;1740;;17.1475877;0.023;34.5471901;0.018;126.938743;-28.1910794;01 08 35.429;+34 32 50.23;315122441998614016;315122441998614016;6737;-99.99;2286-407-1
226;;1770;;17.1594995;0.075;-59.5442788;0.084;298.881553;-57.4485009;01 08 38.188;-59 32 39.53;4903216720464874112;4903216720464874112;6930;5366;8479-705-1
227;;1750;A;17.2214346;0.107;45.2073972;0.074;126.1538069;-17.5551748;01 08 53.116;+45 12 26.93;376863662032258816;376863662032258816;6757;5385;3264-1416-1
228;;1764;A;17.5422554;0.014;61.8080703;0.016;125.1425996;-0.983253;01 10 10.110;+61 48 29.32;522637807004711808;522637807004711808;6832;5482;4030-488-1
229;;1775;;17.6275373;0.034;-6.0845168;0.026;135.9495727;-68.4728875;01 10 30.581;-06 05 04.41;2476591121989027840;2476591121989027840;7025;5504;4683-700-1
230;?;1773;;17.7774336;0.074;55.1498129;0.068;125.7648691;-7.6136942;01 11 06.162;+55 08 59.65;411601907281189504;411601907281189504;6961;5542;-99.99
231;;1790;;17.8959178;0.068;-5.3402408;0.059;136.2438005;-67.6898161;01 11 34.978;-05 20 24.76;2482706399504319104;2482706399504319104;7133;5581;4683-1013-1
232;;1780;;17.9173542;0.028;22.7220064;0.021;129.0176583;-39.9105563;01 11 40.198;+22 43 19.70;2791062373929675904;2791062373929675904;7119;5588;1747-611-1
233;?;1800;;17.9605843;0.018;-26.3569404;0.011;204.4766711;-85.3800492;01 11 50.502;-26 21 24.69;5033861963387293440;5033861963387293440;7184;-99.99;6427-2345-1
234;;1777;;17.9805008;0.01;58.251114;0.013;125.6323715;-4.5131912;01 11 55.322;+58 15 04.04;413687371605125120;413687371605125120;236650;5609;3681-1132-1
235;;1810;;18.0070034;0.032;-16.6390532;0.027;148.4243031;-78.4786119;01 12 01.679;-16 38 20.19;2358642833185874560;2358642833185874560;-99.99;-99.99;5851-432-1
236;?;1795;A;18.2913318;0.043;61.706159;0.052;125.5040292;-1.0570344;01 13 09.781;+61 42 22.31;522575547156998528;522575547156998528;7157;5688;4030-592-1
237;;1815;;18.3174903;0.046;34.0983793;0.036;128.0766222;-28.555187;01 13 16.176;+34 05 54.16;314124051080462464;314124051080462464;7254;5694;2299-988-1
238;?;1830;;18.3859693;0.015;-22.0204769;0.012;168.6518387;-82.8363058;01 13 32.639;-22 01 13.72;2351675949555000832;2351675949555000832;-99.99;-99.99;5853-540-1
239;*;1850;;18.531655;0.229;16.1333603;0.157;130.8437849;-46.3895494;01 14 07.623;+16 08 00.64;2783827415620242560;2783827415620242560;7374;5778;1196-1650-1
240;;1820;;18.6169028;0.018;53.0184259;0.018;126.4418238;-9.6963055;01 14 28.065;+53 01 06.32;410220710219254784;410220710219254784;7341;5804;3669-801-1
241;;1860;;18.6683913;0.028;33.001293;0.022;128.5351243;-29.6175335;01 14 40.413;+33 00 04.77;313804402434261504;313804402434261504;7410;-99.99;2295-989-1
242;?;1840;;18.7940401;0.018;60.8634405;0.021;125.8190179;-1.8751711;01 15 10.564;+60 51 48.40;510446318998437120;510446318998437120;7370;5863;4030-1184-1
243;;1880;;19.0285128;0.019;-34.14883;0.015;267.3733296;-81.2032884;01 16 06.807;-34 08 55.75;5014582920347948800;5014582920347948800;7676;5916;7004-1378-1
244;;1870;;19.1021073;0.079;48.0822353;0.062;127.2367018;-14.5806917;01 16 24.501;+48 04 56.11;401569963186136960;401569963186136960;7546;5939;3268-835-1
245;;1890;;19.3768361;0.108;44.0588913;0.097;127.8679473;-18.5628636;01 17 30.443;+44 03 31.98;373512591107946880;373512591107946880;7699;-99.99;2812-2439-1
246;;1910;;19.4119019;0.043;-4.8080974;0.04;139.7241106;-66.8215047;01 17 38.832;-04 48 29.76;2482798792840924928;2482798792840924928;7806;-99.99;4684-1454-1
247;;1970;;19.4223024;0.014;-51.0345937;0.016;292.9201232;-65.5803115;01 17 41.358;-51 02 04.56;4927932092590570368;4927932092590570368;7899;6046;8039-380-1
248;;1900;C;19.4470698;0.098;49.0063794;0.075;127.3732447;-13.638005;01 17 47.252;+49 00 23.19;403123332598347392;403123332598347392;7710C;6060;3272-1380-1
249;?;1980;;19.4970189;0.014;-52.1057992;0.016;293.4295555;-64.5298373;01 17 59.205;-52 06 20.72;4915627698480493440;4915627698480493440;7934;6076;8039-57-1
250;?;1920;;19.5065496;0.021;-13.3851198;0.017;148.5742831;-74.917153;01 18 01.556;-13 23 06.44;2456476175233866880;2456476175233866880;-99.99;-99.99;5276-1653-1
251;?;1960;;19.512605;0.018;-34.1375639;0.013;265.3430752;-80.9551726;01 18 03.031;-34 08 14.95;5014528941199017856;5014528941199017856;7898;6082;7004-886-1
252;;1940;;19.5190084;0.039;-23.7421223;0.03;185.0139518;-83.1000549;01 18 04.583;-23 44 31.42;5041340424867076224;5041340424867076224;7875;-99.99;6425-1681-1
253;;1950;;19.5207233;0.015;-24.5310778;0.01;190.9893055;-83.4673109;01 18 04.969;-24 31 51.81;5040846851520968064;5040846851520968064;7876;-99.99;6425-1909-1
254;;1930;A;19.6958207;0.092;37.3862539;0.082;128.9302356;-25.1668;01 18 46.999;+37 23 10.62;321873271594305536;321873271594305536;7853;6140;2303-79-1
255;?;1984;;20.1972354;0.028;47.0604927;0.026;128.112533;-15.5158025;01 20 47.339;+47 03 37.79;398440993611572224;398440993611572224;8043;6294;3269-39-1
256;;1987;;20.2213735;0.028;-1.3105599;0.019;139.4577781;-63.2335582;01 20 53.074;-01 18 38.17;2533494903175474560;2533494903175474560;8153;6302;4682-1422-1
257;;2010;;20.2899723;0.037;-49.6408058;0.041;290.6711572;-66.7739091;01 21 09.578;-49 38 27.33;4929566379186523776;4929566379186523776;8285;6321;8036-195-1
258;;2000;;20.451905;0.027;-1.9970551;0.018;140.3575341;-63.8365637;01 21 48.430;-01 59 49.20;2485275511501735552;2485275511501735552;8251;6368;4682-152-1
259;;2040;;20.4530543;0.177;-66.3841557;0.173;298.1618108;-50.4618401;01 21 48.818;-66 23 02.99;4704810671866569344;4704810671866569344;8437;6369;8855-1472-1
260;;2070;;20.4679784;0.057;-70.179531;0.053;299.1767556;-46.7261908;01 21 52.264;-70 10 46.63;4691153500499621760;4691153500499621760;8520;-99.99;9139-1128-1
261;;2015;;20.6150053;0.023;-10.6059408;0.016;148.2568273;-71.9353687;01 22 27.601;-10 36 21.25;2470480036362762240;2470480036362762240;8338;6423;5274-737-1
262;;2030;;20.6843818;0.02;-21.4262797;0.015;175.9611861;-80.8725727;01 22 44.243;-21 25 34.65;5043418231261195776;5043418231261195776;8380;6443;5854-1206-1
263;;2090;;20.7488278;0.022;-73.5839196;0.018;299.8736878;-43.3564431;01 22 59.719;-73 35 02.01;4686425737941193600;4686425737941193600;8700;-99.99;9142-2097-1
264;;2060;;20.8928123;0.024;-13.0429909;0.015;152.5988063;-74.0342858;01 23 34.241;-13 02 34.00;2457857471077149184;2457857471077448576;8457;-99.99;5276-1115-1
265;*;2020;;20.9196959;0.087;37.7148599;0.062;129.945544;-24.7174252;01 23 40.630;+37 42 53.77;323159631479218560;323159631479218560;8374;6514;2813-2103-1
266;;2110;;21.0020006;0.022;-72.3243942;0.017;299.4702315;-44.5842884;01 24 00.439;-72 19 27.93;4687321118363327616;4687321118363327616;8783;6534;9139-2100-1
267;;1990;A;21.0337706;0.03;72.8471298;0.03;125.3733193;10.1305548;01 24 08.140;+72 50 49.50;535436637740444800;535436637740444800;8226;6547;4305-1392-1
268;*;2050;;21.0777911;0.061;43.1420603;0.041;129.2777073;-19.3242749;01 24 18.686;+43 08 31.56;396629101528311552;396629101528311552;8441;6560;2825-2536-1
269;;2080;A;21.2525007;0.027;-5.9464492;0.02;145.0911152;-67.3624618;01 25 00.594;-05 56 47.07;2479044957064527488;2479044957064527488;8627;6624;4684-2324-1
270;?;2100;;21.3654113;0.018;-28.7822774;0.013;227.3214388;-82.3086387;01 25 27.649;-28 46 55.95;5035382313090476544;5035382313090476544;8717;6659;6428-971-1
271;;2160;;21.6666882;0.011;-54.9269523;0.012;292.3173103;-61.4693368;01 26 39.978;-54 55 37.07;4911133582142463488;4911133582142463488;8914;6728;8474-417-1
272;?;2130;;21.7149168;0.045;-13.0564684;0.024;155.1637881;-73.6698337;01 26 51.561;-13 03 23.34;2457106882592567936;2457106882592567936;8829;6748;5276-2115-1
273;*;2120;;21.8611937;0.026;41.1012757;0.02;130.2001548;-21.2617629;01 27 26.660;+41 06 04.21;372251348191007872;372251348191007872;8801;6794;2817-2326-1
274;;2180;;21.9547315;0.011;-37.6680286;0.01;269.2087038;-76.9746957;01 27 49.133;-37 40 05.14;5009982288819579264;5009982288819579264;8976;6827;7541-319-1
275;;2140;;22.0236241;0.073;43.8774376;0.068;129.8849636;-18.4988699;01 28 05.669;+43 52 38.72;396587148287748736;396587148287748736;8855;6848;2825-424-1
276;?;2143;;22.0515772;0.071;44.0492105;0.068;129.8788441;-18.3260201;01 28 12.388;+44 02 57.39;396783136235463424;396783136235463424;8862;6858;2825-623-1
277;;2170;;22.0671933;0.016;-12.2461262;0.011;154.8456647;-72.7944021;01 28 16.098;-12 14 45.73;2458019820840919168;2458019820840919168;8972;6859;5276-2114-1
278;;2200;;22.165239;0.023;-53.365013;0.026;290.71534;-62.8714558;01 28 39.646;-53 21 54.30;4915967069618271488;4915967069618271488;9121;6883;8474-1048-1
279;;2150;;22.18411;0.021;51.8840783;0.017;128.7711234;-10.5642939;01 28 44.178;+51 53 02.89;406905240280817792;406905240280817792;8892;6889;3277-210-1
280;?;2196;;22.1861206;0.011;-28.4719854;0.009;224.3412159;-81.6434286;01 28 44.561;-28 28 17.97;5035370832642180864;5035370832642180864;-99.99;-99.99;-99.99
281;;2194;;22.2330282;0.054;-14.0325906;0.023;158.53628;-74.2518845;01 28 55.885;-14 01 57.51;2456786649830556032;2456786649830841344;9050;6907;5276-1820-1
282;;2230;;22.4125106;0.082;-61.2221539;0.082;294.8633759;-55.3034549;01 29 38.918;-61 13 19.59;4715746551955239424;4715746551955239424;9264;6963;8849-1341-1
283;?;2192;;22.4630977;2.798;45.7788339;1.309;129.9045716;-16.5721964;01 29 51.124;+45 46 44.39;-99.99;397357665418281472;9031;-99.99;3265-1414-1
284;;2220;;22.4659599;0.03;-54.1563163;0.033;290.8919922;-62.0645513;01 29 51.798;-54 09 23.04;4915684632568499200;4915684632568499200;9255;6980;8475-981-1
285;?;2190;;22.7179904;0.06;66.0980445;0.076;126.9174168;3.5319125;01 30 52.110;+66 05 53.10;513395999454264448;513395999454264448;9030;7050;4043-207-1
286;;2210;;22.7328043;0.023;45.3654967;0.02;130.1671643;-16.9507087;01 30 55.880;+45 21 55.71;397149170527710720;397149170527710720;9147;-99.99;3278-614-1
287;?;2310;;22.7589275;0.011;-70.6145056;0.01;298.2071971;-46.1487771;01 31 02.218;-70 36 52.21;4688079437787032704;4688079437787032704;9529;-99.99;9139-1463-1
288;;2240;;22.8186031;0.126;-11.1189796;0.067;155.1728902;-71.4520795;01 31 16.482;-11 07 07.85;2458519750738240768;2458519755033679360;9289;-99.99;5274-240-1
289;;2255;;22.8914211;0.015;-19.0231724;0.012;173.7140952;-77.7273331;01 31 33.963;-19 01 22.68;2449996684492859904;2449996684492859904;9336;7108;5854-2046-1
