id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;HDE_id;Gaia DR2_id;TYC_id;Hipparcos_id;Gaia DR3_id
4866;?;35033;;210.0065151;0.022;-62.1693113;0.024;310.8434976;-0.3557447;14 00 01.600;-62 10 09.20;5866260126121534848;5866260126121534848;-99.99;-99.99;-99.99
4867;?;35034;;210.0142349;0.026;-62.1651483;0.033;310.8480683;-0.3526737;14 00 03.476;-62 09 54.63;5866260121816986752;5866260121816986752;-99.99;-99.99;-99.99
4868;?;35041;;210.0722585;0.018;-62.1532009;0.02;310.8773548;-0.3482718;14 00 17.356;-62 09 11.51;5866257308623010048;5866257308623010048;-99.99;-99.99;-99.99
4869;?;35042;;210.0897622;0.148;-62.1319865;0.183;310.890835;-0.3299623;14 00 21.547;-62 07 54.88;5866260297920286976;5866260297920286976;-99.99;-99.99;-99.99
4870;?;35090;;210.2932746;0.046;27.3866787;0.047;37.8966173;74.5125949;14 01 10.482;+27 23 11.65;1450969317004082944;1450969321300167168;122405;68478;2009-85-1
4871;;35050;;210.3204183;0.022;-39.2533314;0.02;317.4082408;21.6470506;14 01 16.911;-39 15 11.92;6114344029890550016;6114344029890550016;122208;68489;7803-2259-1
4872;?;35127;;210.4066751;0.013;30.1543646;0.013;48.1951096;74.3224214;14 01 37.608;+30 09 15.76;1453739055513857664;1453739055513857664;-99.99;-99.99;2545-1029-1
4873;;35074;;210.4096246;0.019;-9.9400696;0.022;329.9741894;49.2103676;14 01 38.326;-09 56 24.24;3615415891095549568;3615415891095549568;122370;68518;5554-843-1
4874;?;35100;;210.4117168;0.132;1.5444346;0.111;339.2177054;59.3765806;14 01 38.793;+01 32 40.27;3661266384966554368;3661266384967451520;122408;68520;316-1271-1
4875;;35076;;210.4786216;0.015;-21.8796819;0.012;323.8478932;38.1128347;14 01 54.879;-21 52 46.76;6287795979195214720;6287795979195214720;122372;-99.99;6149-518-1
4876;;35060;;210.6037432;1.775;-55.3823044;3.422;312.9596625;6.1015105;14 02 24.907;-55 22 56.23;5872404643793230336;5872404643793230336;122264;-99.99;8669-260-1
4877;?;35133;;210.6251313;0.019;-5.6531994;0.019;333.2233376;52.9877714;14 02 30.087;-05 39 04.89;3643857920443831168;3643857920443831168;-99.99;68592;-99.99
4878;;35110;;210.7244611;0.046;-40.574042;0.043;317.3169128;20.2931552;14 02 53.919;-40 34 26.34;6110951834660913664;6110951834660913664;122447;-99.99;7807-2617-1
4879;;35080;;210.7625587;0.019;-55.351124;0.036;313.0555535;6.10677;14 03 03.025;-55 21 04.02;5872394610736614528;5872394610750610944;122379;-99.99;8669-1036-1
4880;;35120;;210.8115148;0.018;-48.4916926;0.025;315.0179058;12.6877282;14 03 14.777;-48 29 30.05;6094144661255883264;6094144661255883264;122463;-99.99;8267-3263-1
4881;;35130;;210.8313564;0.018;-40.6742011;0.015;317.368467;20.1736793;14 03 19.542;-40 40 27.17;6110947363593033600;6110947363593033600;122512;-99.99;7807-1457-1
4882;*;35150;;210.8642464;0.082;-41.4234181;0.128;317.1610308;19.4499008;14 03 27.472;-41 25 24.00;6110842364533945216;6110842364533945216;122532;68673;7811-3203-1
4883;?;35070;;210.90889;0.013;-66.7355132;0.015;309.9867671;-4.8577908;14 03 38.264;-66 44 07.54;5850871498845125504;5850871498845125504;122314;68692;9017-1182-1
4884;;35180;;210.9181168;0.075;-40.0503785;0.066;317.6315282;20.7505515;14 03 40.346;-40 03 01.27;6111249046398224640;6111249046398224640;122569;-99.99;7807-2086-1
4885;;35140;;210.9961438;0.015;-53.7195641;0.017;313.6424551;7.636752;14 03 59.111;-53 43 10.22;5896757245780589952;5896757245780589952;122525;-99.99;8665-596-1
4886;/;35350;;211.0967442;0.209;64.3759244;0.184;110.5241272;50.9587908;14 04 23.358;+64 22 33.10;1667976701458550400;1667976701458958848;123299;68756;4174-1262-1
4887;;35170;;211.1037431;0.014;-58.2006517;0.019;312.4435145;3.3170194;14 04 24.991;-58 12 02.09;5871051007514812928;5871051007514812928;122559;68759;8677-151-1
4888;;35220;A;211.2028417;0.024;-6.5524464;0.019;333.3959547;51.9259083;14 04 48.736;-06 33 08.57;3643468830766651520;3643468830766651520;122911;68789;4981-915-1
4889;;35236;;211.2036092;0.024;5.4143116;0.018;345.0198329;62.1309382;14 04 48.934;+05 24 51.50;3672179278390964352;3672179278390964352;122970;68790;322-116-1
4890;;35160;;211.3383801;0.011;-68.2756897;0.014;309.7114847;-6.3822794;14 05 21.225;-68 16 32.31;5847669171211096576;5847669171211096576;122544;-99.99;9244-412-1
4891;?;35230;;211.4932258;0.025;-43.5316922;0.022;316.9732847;17.298577;14 05 58.391;-43 31 54.07;6109316517270529408;6109316517270529408;122933;-99.99;7815-1572-1
4892;;35210;;211.5285182;0.009;-61.5144762;0.013;311.7134985;0.0774992;14 06 06.870;-61 30 51.94;5866396255089611008;5866396255089611008;122811;68865;9005-2566-1
4893;;35240;;211.5570457;0.134;-48.3868654;0.186;315.5343556;12.6463033;14 06 13.708;-48 23 12.63;6094113879233116160;6094113879233116160;122983;-99.99;8268-2360-1
4894;;35280;;211.6494873;0.017;-29.6791706;0.016;321.8671642;30.4140861;14 06 35.910;-29 40 44.86;6173141964668337152;6173141964668337152;123138;-99.99;6742-1466-1
4895;?;35336;;211.677797;0.072;-9.3134974;0.054;332.1150994;49.2456192;14 06 42.833;-09 18 48.63;3615103045677755392;3615103045677755392;123255;68940;-99.99
4896;;35325;;211.7259793;0.021;-25.9582775;0.02;323.4344568;33.8911695;14 06 54.304;-25 57 29.69;6273712708416904064;6273712708416904064;123218;68953;6734-111-1
4897;?;35270;;211.7425822;0.023;-47.5892773;0.046;315.8970171;13.3720504;14 06 58.249;-47 35 21.12;6094196823643501312;6094196823643501312;123112;68958;8268-3286-1
4898;?;35310;;211.7482149;0.028;-34.9966676;0.028;319.9979769;25.3587427;14 06 59.556;-34 59 47.93;6121469659807031808;6121469659807686784;123200;-99.99;7289-1573-1
4899;;35290;;211.763917;0.028;-42.0085047;0.033;317.6547613;18.6912427;14 07 03.354;-42 00 30.60;6110030096017369600;6110030100318636032;123163;-99.99;7811-2471-1
4900;;35300;;211.8075378;0.018;-46.4045814;0.02;316.3034427;14.4900241;14 07 13.834;-46 24 16.58;6096014075843175680;6096014075843175680;123164;-99.99;8264-3144-1
4901;;35250;;211.8302541;0.011;-63.4354394;0.014;311.2953909;-1.8025974;14 07 19.295;-63 26 07.56;5853890860849952896;5853890860849952896;122989;68979;9009-3006-1
4902;?;35305;;211.854537;0.017;-48.3118138;0.023;315.750654;12.6597681;14 07 25.100;-48 18 42.46;6094112367404775680;6094112367404775680;123183;-99.99;8268-1530-1
4903;?;35330;;211.8970419;0.02;-48.3301273;0.028;315.7727337;12.633882;14 07 35.299;-48 19 48.40;6091115545386323712;6091115545386323712;123225;-99.99;8268-954-1
4904;?;35200;;211.8990861;0.014;-74.6895901;0.014;307.9950969;-12.5714484;14 07 35.823;-74 41 22.47;5790396881804270464;5790396881804270464;122726;69002;9256-1077-1
4905;;35260;;211.9233299;0.104;-66.1523521;0.11;310.5429915;-4.4138882;14 07 41.685;-66 09 07.94;5850983752113866624;5850983752113866624;123009;69014;9017-1229-1
4906;;35190;;211.9660273;0.138;-75.7827881;0.138;307.6766661;-13.6198676;14 07 51.920;-75 46 58.02;5790056823474445056;5790056823474445056;122713;69027;9427-595-1
4907;?;35320;;212.0650281;0.009;-61.0590785;0.015;312.0918024;0.4390364;14 08 15.615;-61 03 32.57;5866413061318704384;5866413061318704384;123206;-99.99;9005-1558-1
4908;;35356;B;212.2342844;0.016;-59.2767824;0.021;312.6966081;2.1177506;14 08 56.281;-59 16 36.28;5867746902040131968;5867746902040131968;123335B;69122;8677-3292-1
4909;;35390;A;212.2603748;0.02;-30.5726395;0.016;322.0951123;29.395063;14 09 02.520;-30 34 21.36;6172856297804001664;6172856297804001664;123545;-99.99;7281-165-1
4910;?;35340;;212.351127;0.012;-67.1072438;0.012;310.4230933;-5.3763498;14 09 24.289;-67 06 26.03;5847878456384493824;5847878456384493824;123275;69156;9017-160-1
4911;;35370;;212.3877317;0.013;-53.2027592;0.013;314.5939189;7.8911098;14 09 33.066;-53 12 09.90;5896879291565173376;5896879291565173376;123487;-99.99;8665-1040-1
4912;/;35380;;212.3957398;0.041;-51.5047309;0.049;315.1157648;9.5089016;14 09 35.024;-51 30 16.89;6089748096519831296;6089748096519831296;123515;69174;8276-2820-1
4913;?;35400;;212.3993618;0.175;-44.3671207;0.204;317.3572118;16.3043831;14 09 35.797;-44 22 01.08;6097027546386964352;6097027546386964352;123585;69176;7815-2016-1
4914;?;35420;;212.5116027;0.043;-43.6711106;0.037;317.6635258;16.9406184;14 10 02.793;-43 40 15.87;6097623309891948544;6097623309891948544;123649;-99.99;7816-1681-1
4915;;35360;;212.5318092;0.015;-69.6458154;0.017;309.719552;-7.8177437;14 10 07.640;-69 38 44.82;5846591855950913408;5846591855950913408;123350;-99.99;9248-1082-1
4916;/;35436;;212.6407556;0.026;-17.9909342;0.023;328.1658911;40.9716274;14 10 33.783;-17 59 27.22;6296418280660782848;6296418280660782848;123884;69247;6142-773-1
4917;;35430;;212.693057;0.1;-43.3199246;0.102;317.9098034;17.2325807;14 10 46.358;-43 19 11.59;6097698488999478144;6097698488999478144;123773;-99.99;7816-919-1
4918;;35464;;212.8147344;0.032;-22.8257209;0.027;325.953131;36.4522036;14 11 15.582;-22 49 32.29;6276930223036435712;6276930223036435712;123966;69317;6730-19-1
4919;?;35470;;212.872408;0.038;-32.1685087;0.043;322.0334551;27.7167;14 11 29.342;-32 10 06.51;6124237439811777024;6124237439812204160;123990;69337;7285-1769-1
4920;?;35580;;212.8829268;0.021;50.1178073;0.022;94.6601437;62.3847833;14 11 31.879;+50 07 04.09;1511544337452190592;1511544337452190592;-99.99;69342;3471-797-1
4921;;35440;A;212.89011;0.04;-45.4567565;0.043;317.3458321;15.1607229;14 11 33.625;-45 27 23.02;6096158146226195712;6096158146226195712;123923;-99.99;8264-744-2
4922;;35450;;212.9208994;0.015;-43.749072;0.014;317.9311079;16.773195;14 11 41.051;-43 44 56.54;6097627987112591488;6097627987112591488;123937;-99.99;7816-1315-1
4923;?;35490;;212.9971503;0.017;-38.1210524;0.017;319.9262718;22.0780094;14 11 59.330;-38 07 15.72;6117291927944385408;6117291927944385408;124028;69370;7804-122-1
4924;;35410;;213.0049404;0.015;-70.1753206;0.017;309.7120999;-8.3715737;14 12 01.305;-70 10 30.86;5846141915189153536;5846141915189153536;123627;69371;9248-339-1
4925;*;35560;;213.0656656;0.104;2.4093101;0.092;344.4267469;58.6103343;14 12 15.805;+02 24 33.81;3667302325846472320;3667302325846472320;124224;69389;317-1590-1
4926;;35500;;213.1066092;0.044;-48.1444846;0.06;316.616798;12.5636192;14 12 25.625;-48 08 39.90;6092583801421097472;6092583801421097472;124045;-99.99;8268-382-1
4927;;35555;;213.1506231;0.075;-19.2171621;0.052;328.1036603;39.6544799;14 12 36.150;-19 13 01.57;6290099352976406144;6290099352976406144;124218;-99.99;6146-346-1
4928;;35460;A;213.1988458;0.009;-61.3051361;0.013;312.5388947;0.0398612;14 12 47.737;-61 18 18.44;5866581286594177536;5866581286594177536;123960;-99.99;9005-149-1
4929;;35550;;213.215958;0.047;-32.9731586;0.042;322.0263006;26.8615749;14 12 51.867;-32 58 23.48;6123939643959250048;6123939643959250048;124207;-99.99;7285-918-1
4930;;35574;;213.227052;0.02;-14.1725064;0.016;331.0173659;44.2112767;14 12 54.518;-14 10 20.73;6301357561770531456;6301357561770531456;124275;-99.99;5561-829-1
4931;;35510;;213.2277702;0.01;-56.3907366;0.013;314.0778623;4.7076767;14 12 54.680;-56 23 26.65;5895321524143770368;5895321524143770368;124048;-99.99;8673-3332-1
4932;;35590;B;213.3507045;0.025;5.3996462;0.021;348.5151511;60.7955854;14 13 24.156;+05 23 58.61;3672776691161995520;3672776691161995520;124407B;69476;323-1398-1
4933;;35610;;213.4208773;0.036;-0.8460837;0.029;341.523983;55.7376607;14 13 40.770;-00 50 43.49;3647845574239719936;3647845574239719936;124425;69493;-99.99
4934;;35530;;213.4521958;0.007;-60.931789;0.01;312.7713696;0.3565908;14 13 48.611;-60 55 54.10;5866613516030323584;5866613516030323584;124153;-99.99;9005-819-1
4935;?;35660;A;213.477876;9.56;29.1054064;10.813;43.9703397;71.7311949;14 13 54.659;+29 06 19.50;-99.99;1260940039477011200;124587;69523;2013-959-1
4936;;35520;;213.52421;0.109;-68.1907794;0.114;310.5152498;-6.5444834;14 14 05.851;-68 11 26.62;5847573857295847040;5847573857295847040;124051;-99.99;9244-433-1
4937;;35540;;213.5272346;0.009;-60.6479842;0.015;312.8951441;0.614597;14 14 06.556;-60 38 52.63;5866638220683922944;5866638220683922944;124196;-99.99;9005-722-1
4938;;35650;;213.6544774;0.114;-33.560161;0.126;322.1809004;26.1834362;14 14 37.058;-33 33 35.99;6123147583270397568;6123147583270397568;124467;-99.99;7285-195-1
4939;?;35630;;213.7442465;0.026;-46.288693;0.026;317.6514102;14.1817606;14 14 58.631;-46 17 19.27;6095832381546853888;6095832381546853888;124448;69619;8264-3162-1
4940;;35600;;213.8499482;0.042;-58.6023356;0.053;313.6978999;2.5033525;14 15 24.055;-58 36 08.18;5867838024071571712;5867838024071571712;124421;-99.99;8690-1091-1
4941;;35700;;213.8599155;0.016;27.7341605;0.022;39.6533044;71.3734281;14 15 26.382;+27 44 02.87;1260473674747416832;1260473674747416832;124883;69661;2013-1172-1
4942;?;35680;;213.8818191;0.279;-37.5432309;0.263;320.8476585;22.3856702;14 15 31.643;-37 32 35.30;6117696857461847168;6117696857461847168;124615;-99.99;7804-893-1
4943;?;35640;;213.9718296;0.008;-61.1907966;0.012;312.9278012;0.0312702;14 15 53.249;-61 11 26.70;5866557200416270464;5866557200416270464;124455;-99.99;9005-257-1
4944;;35670;;213.987391;0.028;-49.7097448;0.043;316.6631869;10.8954609;14 15 56.984;-49 42 35.01;6091482709251509504;6091482709251509504;124598;69693;8285-1186-1
4945;?;35783;;213.9988244;0.016;64.8532388;0.015;109.1530446;49.9521062;14 15 59.687;+64 51 11.34;1668347546114502144;1668347546114502144;125306;69698;4175-354-1
4946;;35720;;214.017438;0.019;18.9116643;0.02;14.4943298;68.9039572;14 16 04.142;+18 54 42.62;1233902704963092608;1233902704963092608;124953;-99.99;1472-1427-1
4947;;35570;;214.0700808;0.015;-72.6132938;0.017;309.2505801;-10.790593;14 16 16.830;-72 36 47.79;5797381632505768064;5797381632505768064;124269;-99.99;9252-1332-1
4948;;35620;;214.0873751;0.011;-66.193417;0.014;311.3648062;-4.7217662;14 16 20.985;-66 11 36.18;5852431808931848320;5852431808931848320;124437;69725;9017-1493-1
4949;?;35713;;214.0888997;0.474;-6.6215803;0.357;337.3563695;50.4867766;14 16 21.384;-06 37 17.38;3640641093018466816;3640641093018466816;124915;69727;4982-1646-1
4950;;35690;;214.1013627;0.032;-41.2332737;0.037;319.6657538;18.8611654;14 16 24.345;-41 13 59.63;6115925647305037568;6115925647305037568;124740;69734;7808-2503-1
4951;;35721;;214.1505984;0.158;-7.4667658;0.125;336.7757571;49.7255747;14 16 36.200;-07 28 00.35;3639776464562121344;3639776464562121344;124954;69758;4982-1617-1
4952;*;35770;;214.1865045;0.015;53.2635541;0.016;97.5822107;59.4630925;14 16 44.786;+53 15 48.85;1608222642535658880;1608222642535658880;125273;69772;3859-655-1
4953;;35710;;214.2888491;0.017;-39.2854241;0.019;320.5206271;20.6408579;14 17 09.316;-39 17 07.41;6116363179915340544;6116363179915340544;124891;-99.99;7804-2158-1
4954;?;35810;;214.3380116;0.052;51.3073316;0.055;94.8706598;60.883547;14 17 21.130;+51 18 26.56;1511712287853606272;1511712287853606272;125349;69818;3478-1334-1
4955;;35730;;214.3765058;0.024;-31.3402678;0.023;323.719421;28.0337943;14 17 30.390;-31 20 24.86;6124556504342268928;6124556504342268928;125006;-99.99;7282-970-1
4956;;35740;;214.4237689;0.022;-21.8288782;0.02;328.1464826;36.7837221;14 17 41.788;-21 49 43.86;6276723003750510848;6276723003750510848;125081;69848;6151-792-1
4957;;35744;;214.4267425;0.024;-8.7602004;0.032;336.1570813;48.46715;14 17 42.419;-08 45 36.68;3639057143439474688;3639057143439474688;125125;-99.99;5555-439-1
4958;;35480;;214.5573314;0.103;-81.0080484;0.097;306.4300634;-18.7315406;14 18 13.888;-81 00 28.26;5772879737424829184;5772879737424829184;123998;69896;9439-1501-1
4959;;35790;;214.6484717;0.028;10.5104687;0.028;358.1000965;63.600729;14 18 35.696;+10 30 37.91;1225132313013868416;1225132313013868416;125335;69923;912-245-1
4960;*;35760;;214.6591324;0.388;-18.716167;0.427;330.0577361;39.518692;14 18 38.256;-18 42 57.53;6284165975916129280;6284165975916129280;125248;69929;6143-1695-1
4961;;35776;;214.6966979;0.02;-12.5835756;0.015;333.8150947;44.9864936;14 18 47.221;-12 35 00.54;6303442819932405248;6303442819932405248;125296;-99.99;5570-454-1
4962;*;35800;;214.7773971;0.198;-13.3709686;0.199;333.3974172;44.2531507;14 19 06.593;-13 22 15.79;6302970476609150080;6302970476609150080;125337;69974;5574-824-1
4963;;35780;A;214.8048872;0.02;-31.8377233;0.016;323.8928224;27.4362479;14 19 13.175;-31 50 15.43;6123732729615159680;6123732729615159680;125301;-99.99;7282-162-1
4964;;35820;A;214.8572401;0.271;-18.5236714;0.211;330.385053;39.611592;14 19 25.791;-18 31 25.11;6284198445868910208;6284198445868910208;125379;69998;6143-710-1
4965;;35750;;214.9630611;0.038;-61.2733716;0.057;313.3514298;-0.2030869;14 19 51.509;-61 16 22.60;5854627701096227200;5854627705415864576;125158;70035;-99.99
4966;?;35890;;215.0360549;0.076;30.4291;0.098;47.842324;70.3173672;14 20 08.668;+30 25 44.90;1285098955638193792;1285098955638193792;125658;70051;2546-1040-1
4967;?;35830;A;215.3295188;0.008;-61.6488618;0.011;313.3894937;-0.6156336;14 21 19.165;-61 38 55.76;5854558019550047872;5854558019550047872;125386;-99.99;9006-2161-1
4968;;35870;;215.3502645;0.043;-43.3011241;0.038;319.8199406;16.6010188;14 21 24.066;-43 18 03.69;6102746145020744448;6102746145020744448;125582;70172;7817-361-1
4969;;35850;;215.3883896;0.018;-52.8661253;0.019;316.4271666;7.6281863;14 21 33.236;-52 51 57.92;5897096754349022208;5897096754349022208;125532;70184;8678-820-1
4970;?;35895;;215.3943472;0.015;-19.7820415;0.012;330.2714904;38.2576683;14 21 34.664;-19 46 55.56;6283765272646979072;6283765272646979072;125695;-99.99;6147-819-1
4971;;35840;A;215.6163962;0.018;-66.3256486;0.024;311.9026342;-5.0522774;14 22 27.754;-66 19 32.46;5849391899786302080;5849391899793276288;125467;-99.99;9018-466-2
4972;;35900;;215.6424878;0.021;-45.4867784;0.021;319.2158211;14.4839559;14 22 34.202;-45 29 12.38;6093354151058689664;6093354151058689664;125735;-99.99;8277-2995-1
4973;?;35940;;215.6791588;0.049;-8.2482628;0.044;338.1554303;48.2817626;14 22 42.999;-08 14 53.62;6329615732158870016;6329615732158870016;125924;70275;5562-742-1
4974;;35946;;215.7069666;0.02;14.9388996;0.019;7.7267331;65.5037256;14 22 49.697;+14 56 20.31;1228635253980613504;1228635253980613504;126031;70287;915-464-1
4975;*;35910;;215.7591873;0.151;-39.5119099;0.166;321.5654976;20.0225702;14 23 02.237;-39 30 42.60;6116497702589633152;6116497702589633152;125823;70300;7809-2783-1
4976;;35920;;215.8437298;0.016;-45.9162131;0.02;319.1930577;14.0326462;14 23 22.528;-45 54 58.07;6093262788515483648;6093262788515483648;125867;-99.99;8277-2314-1
4977;?;35960;B;215.8437803;9.824;8.4449084;12.21;356.5544229;61.3320968;14 23 22.582;+08 26 41.81;1175827016168738816;1175827016168738816;126128;70327;909-1499-1
4978;*;35880;;215.8835785;0.022;-66.6451107;0.03;311.8914887;-5.3888724;14 23 32.066;-66 38 42.10;5849370081351201408;5849370081351201408;125630;70346;9018-1131-1
4979;?;35990;;216.0467849;0.034;16.273717;0.036;10.8991026;65.937035;14 24 11.260;+16 16 25.22;1229431609636934272;1229431609636934272;126270;70399;1476-476-1
4980;?;35950;;216.062096;0.021;-33.9282082;0.019;324.0932873;25.101253;14 24 14.914;-33 55 41.55;6120226558832972160;6120226558832972160;126091;70407;7303-236-1
4981;;35974;;216.1572891;0.028;-14.7134974;0.028;334.153455;42.4387391;14 24 37.821;-14 42 48.48;6299587313690354304;6299587313690354304;126214;70443;5574-726-1
4982;;35860;;216.1934273;0.011;-75.0355253;0.01;308.9638785;-13.2677985;14 24 46.462;-75 02 07.74;5796141069843903104;5796141069843903104;125555;70460;9427-661-1
4983;?;36018;;216.3480667;0.312;-14.0848103;0.241;334.7847823;42.9012538;14 25 23.655;-14 05 06.10;6299998634118242560;6299998634118242560;126365;70510;5574-276-1
4984;?;36020;A;216.3650531;0.039;-19.9659029;0.052;331.2076171;37.6896599;14 25 27.664;-19 57 57.07;6283043340184163200;6283043340184163200;126366;70513;6160-1997-1
4985;;35970;;216.4328115;0.019;-53.4541918;0.026;316.8099556;6.8576396;14 25 43.907;-53 27 15.01;5896260884997161088;5896260884997161088;126198;70530;8678-592-1
4986;;36000;;216.4693334;0.02;-44.6686406;0.015;320.0852538;15.0347624;14 25 52.725;-44 40 06.87;6099385659531409408;6099385659531409408;126297;-99.99;7817-1300-1
4987;*;36050;;216.4826789;0.035;0.9925769;0.032;347.8154059;55.4048237;14 25 55.878;+00 59 33.68;3654244525755119872;3654244525755119872;126515;70553;318-713-1
4988;*;36070;;216.6136919;0.049;19.2270179;0.053;18.0616944;66.8259985;14 26 27.358;+19 13 36.97;1239044708517928064;1239044708517928064;126661;70602;1479-1217-1
4989;;36040;;216.7996776;0.234;-46.134587;0.426;319.7473864;13.5871393;14 27 12.172;-46 08 03.27;6093066628770287104;6093066628770287104;126504;70663;-99.99
4990;;35930;;216.8515213;0.023;-75.8967931;0.022;308.7960204;-14.1294467;14 27 24.375;-75 53 48.33;5787050002768371072;5787050002768371072;125903;70679;9427-2844-1
4991;;36060;;216.8974482;0.015;-38.7018331;0.021;322.7632001;20.4389543;14 27 35.399;-38 42 06.63;6106115770201774848;6106115770201774848;126604;-99.99;7805-1372-1
4992;;36084;A;216.9050972;0.029;-20.8106425;0.026;331.2973043;36.7074555;14 27 37.228;-20 48 38.08;6282740832752167296;6282740832752167296;126703;-99.99;6164-91-1
4993;;36080;;216.9380591;0.046;-29.9829813;0.041;326.6236556;28.4200963;14 27 45.126;-29 58 58.68;6220400554978238464;6220400554978238464;126685;-99.99;6744-1621-1
4994;;35980;;217.0448173;0.009;-71.1377163;0.011;310.6549176;-9.7310628;14 28 10.724;-71 08 15.65;5798140226811808384;5798140226811808384;126264;-99.99;9261-274-1
4995;;36010;;217.1024693;0.014;-70.5690523;0.016;310.8860823;-9.20977;14 28 24.597;-70 34 08.51;5798219975767310336;5798219975767310336;126322;-99.99;9261-573-1
4996;?;36100;;217.1044413;0.015;-33.5030987;0.014;325.1585366;25.1487955;14 28 25.078;-33 30 10.97;6120298783002864512;6120298783002864512;126771;-99.99;7299-1927-1
4997;?;36090;;217.2161069;0.033;-47.9921763;0.044;319.3065494;11.7579025;14 28 51.920;-47 59 31.55;6091918635553456384;6091918635553456384;126759;70809;8282-2757-1
4998;;36220;;217.2311578;0.023;47.1507142;0.025;85.7542909;62.3282505;14 28 55.554;+47 09 02.07;1507046128010826240;1507046128010826240;127263;70814;3472-376-1
4999;;36110;;217.2774618;0.022;-47.388688;0.023;319.5775249;12.3016546;14 29 06.600;-47 23 19.08;6092158466522942848;6092158466522942848;126786;-99.99;8282-1354-1
5000;;36140;;217.3627438;0.017;-33.0683278;0.016;325.5721613;25.4583423;14 29 27.084;-33 04 05.76;6216391701224373120;6216391701224373120;126950;-99.99;7299-512-1
5001;?;36230;A;217.4568519;0.023;31.7912202;0.027;51.1529281;68.1320515;14 29 49.661;+31 47 28.32;1285476672242623488;1285476672242623488;127304;70892;2553-1139-1
5002;?;36130;;217.4704308;0.069;-45.1038416;0.059;320.5956718;14.3648935;14 29 52.944;-45 06 13.78;6099139609446426496;6099139609447467520;126936;-99.99;8278-1397-1
5003;;36120;;217.5163127;0.014;-56.9173675;0.016;316.1184281;3.4078343;14 30 03.929;-56 55 02.43;5892433107082316288;5892433107082316288;126876;-99.99;8687-2145-1
5004;;36160;A;217.7088231;0.015;-37.5125515;0.021;323.8927253;21.2803339;14 30 50.121;-37 30 45.21;6106306707268379008;6106306707268379008;127135;-99.99;7806-2180-1
5005;;36150;;217.7325925;0.01;-54.5401606;0.016;317.1235519;5.5669919;14 30 55.833;-54 32 24.43;5894443632805934976;5894443632805934976;127021;-99.99;8683-2073-1
5006;?;36190;;217.7502041;0.033;-33.9160213;0.03;325.5135164;24.5527121;14 31 00.077;-33 54 57.60;6216112597072139264;6216112597073136768;127210;-99.99;7303-644-1
5007;?;36170;;217.8255468;0.042;-47.0722012;0.078;320.053207;12.4526539;14 31 18.160;-47 04 19.70;6098173654119526656;6098173654122424448;127154;71003;8282-2851-1
5008;?;36300;;218.0188177;0.151;38.3089227;0.212;67.2652328;66.1726472;14 32 04.708;+38 18 29.49;1487434040318624256;1487434040320076800;127762;71075;-99.99
5009;;36250;;218.0893999;0.052;-22.6572027;0.041;331.464511;34.5623647;14 32 21.493;-22 39 25.56;6279201990154490496;6279201990154490496;127493;71096;6745-179-1
5010;?;36180;;218.1399402;0.008;-63.9648106;0.01;313.7529394;-3.2382635;14 32 33.602;-63 57 53.15;5853056400271313920;5853056400271313920;127159;-99.99;9014-1746-1
5011;;36200;;218.2358722;0.01;-65.1384143;0.014;313.3423108;-4.338795;14 32 56.615;-65 08 18.18;5849926086299072640;5849926086299072640;127224;-99.99;9014-1640-1
5012;;36260;;218.2778173;0.02;-41.6418982;0.02;322.5653972;17.3211521;14 33 06.700;-41 38 30.59;6103182887354402176;6103182887354402176;127527;-99.99;7814-263-1
5013;;36210;;218.3698788;0.012;-68.1387265;0.014;312.2326153;-7.1291001;14 33 28.777;-68 08 19.38;5848243494233795712;5848243494233795712;127241;-99.99;9257-356-1
5014;;36290;;218.4477072;0.024;-46.7593781;0.027;320.578927;12.5753675;14 33 47.466;-46 45 33.69;6098194098164166400;6098194098164166400;127608;-99.99;8278-2268-1
5015;?;36270;;218.5821236;5.046;-58.0901617;6.083;316.2035894;2.1055365;14 34 19.719;-58 05 24.51;-99.99;5891354761058768256;127570;-99.99;8687-511-1
5016;;36335;;218.6074881;0.014;-25.2784306;0.013;330.5308147;32.0156085;14 34 25.809;-25 16 42.24;6271872542564984064;6271872542564984064;127860;-99.99;6749-1460-1
5017;;36400;A;218.6278811;0.018;38.0126486;0.024;66.1807021;65.8226343;14 34 30.733;+38 00 45.17;1487455717019204352;1487455717019204352;128197;71268;3036-471-1
5018;;36030;;218.6462655;0.049;-81.9684411;0.044;306.6369515;-19.8492158;14 34 35.341;-81 58 05.99;5772544382079078528;5772544382079078528;126438;-99.99;9439-264-1
5019;;36330;;218.64775;0.017;-38.2061509;0.016;324.31494;20.3450106;14 34 35.497;-38 12 21.97;6106029183661314176;6106029183661314176;127832;-99.99;7806-891-1
5020;?;36157;;218.6973774;0.011;-75.6801811;0.012;309.3132842;-14.1048837;14 34 47.425;-75 40 48.55;5793051927506854912;5793051927506854912;127115;-99.99;9427-2123-1
5021;;36240;;218.749774;0.019;-69.4532229;0.024;311.8435477;-8.3932824;14 34 59.975;-69 27 11.36;5799884670734571136;5799884670734571136;127453;71314;9261-771-1
